frame_id,timestamp,rel_time_s,當前幀狀態,上一幀狀態,tracking_method,initial_matches,matches_before_tlm_opt,matches_after_tlm_opt,final_inliers,need_new_kf,new_kf_created,total_kf_in_map,total_mp_in_map,local_map_mp_count,local_kf_count,map_updated,reloc_attempted,reloc_success,reloc_candidates,reloc_bow_pass,reloc_pnp_inliers,imu_initialized,bias_acc_norm,bias_gyro_norm,preintegration_ms,pose_pred_ms,track_local_map_ms,need_new_kf_ms,total_tracking_ms
150,1403715280.762143,2.000000,OK,OK,MM,371,552,484,484,no,no,14,1268,1268,14,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.334,1.936,0.022,3.635
151,1403715280.812143,2.050000,OK,OK,MM,388,521,450,450,yes,yes,14,1268,1268,14,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.508,1.986,0.056,3.952
152,1403715280.862143,2.100000,OK,OK,MM,340,466,398,398,yes,yes,14,1253,1253,14,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.278,1.719,0.022,3.373
153,1403715280.912143,2.150000,OK,OK,MM,315,482,425,425,yes,yes,15,1275,1275,15,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.252,1.743,0.022,3.373
154,1403715280.962143,2.200000,OK,OK,MM,333,492,432,432,yes,yes,15,1273,1273,15,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.400,1.925,0.024,3.755
155,1403715281.012143,2.250000,OK,OK,MM,351,511,460,460,no,no,15,1282,1282,15,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.319,1.854,0.021,3.545
156,1403715281.062143,2.300000,OK,OK,MM,385,495,435,435,yes,yes,15,1282,1282,15,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.503,1.918,0.024,3.826
157,1403715281.112143,2.350000,OK,OK,MM,352,491,439,439,yes,yes,15,1291,1291,15,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.688,2.100,0.026,4.225
158,1403715281.162143,2.400000,OK,OK,MM,346,505,442,442,yes,yes,16,1324,1324,16,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.328,1.901,0.022,3.646
159,1403715281.212143,2.450000,OK,OK,MM,350,505,446,446,yes,yes,15,1311,1311,15,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.350,1.776,0.021,3.554
160,1403715281.262143,2.500000,OK,OK,MM,391,527,472,472,no,no,16,1323,1323,16,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.452,1.868,0.021,3.675
161,1403715281.312143,2.550000,OK,OK,MM,393,518,459,459,no,no,16,1323,1323,16,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.528,2.052,0.028,3.943
162,1403715281.362143,2.600000,OK,OK,MM,362,500,442,442,yes,yes,16,1323,1323,16,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.772,2.002,0.023,4.164
163,1403715281.412143,2.650000,OK,OK,MM,379,532,475,475,no,no,17,1376,1376,17,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.457,2.069,0.026,3.891
164,1403715281.462143,2.700000,OK,OK,MM,392,526,470,470,yes,yes,16,1351,1351,16,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.556,2.031,0.026,3.991
165,1403715281.512143,2.750000,OK,OK,MM,410,544,479,479,no,no,17,1396,1396,17,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.567,2.010,0.023,3.959
166,1403715281.562143,2.800000,OK,OK,MM,394,517,456,456,yes,yes,17,1396,1396,17,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.558,2.067,0.026,4.047
167,1403715281.612143,2.850000,OK,OK,MM,386,535,487,487,no,no,17,1407,1423,18,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.575,2.203,0.026,4.176
168,1403715281.662143,2.900000,OK,OK,MM,413,521,463,463,yes,yes,17,1407,1407,17,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.582,2.045,0.025,4.029
169,1403715281.712143,2.950000,OK,OK,MM,373,515,456,456,no,no,17,1406,1406,17,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.463,1.904,0.023,3.751
170,1403715281.762143,3.000000,OK,OK,MM,384,487,435,435,yes,yes,17,1406,1406,17,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.530,1.990,0.028,3.912
171,1403715281.812143,3.050000,OK,OK,MM,370,519,469,469,no,no,18,1437,1437,18,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.395,2.076,0.022,4.654
172,1403715281.862143,3.100000,OK,OK,MM,364,490,440,440,yes,yes,18,1437,1437,18,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.511,2.043,0.028,4.013
173,1403715281.912143,3.150000,OK,OK,MM,347,512,454,454,no,no,18,1440,1461,19,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.454,1.988,0.023,3.863
174,1403715281.962143,3.200000,OK,OK,MM,374,504,455,455,no,no,18,1440,1440,18,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.489,2.075,0.025,3.933
175,1403715282.012143,3.250000,OK,OK,MM,359,465,416,416,yes,yes,18,1440,1440,18,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.541,2.037,0.025,3.997
176,1403715282.062143,3.300000,OK,OK,MM,345,476,421,421,no,no,19,1450,1450,19,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.326,1.946,0.023,3.703
177,1403715282.112143,3.350000,OK,OK,MM,317,455,398,398,yes,yes,18,1429,1429,18,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.290,1.924,0.024,3.635
178,1403715282.162143,3.400000,OK,OK,MM,316,482,423,423,no,no,19,1497,1497,19,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.258,2.012,0.024,3.653
179,1403715282.212143,3.450000,OK,OK,MM,340,473,413,413,yes,yes,18,1480,1480,18,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.674,2.378,0.029,4.472
180,1403715282.262143,3.500000,OK,OK,MM,323,469,404,404,no,no,19,1530,1530,19,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.592,2.140,0.023,4.125
181,1403715282.312143,3.550000,OK,OK,MM,340,448,382,382,yes,yes,18,1507,1507,18,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.345,1.947,0.023,3.703
182,1403715282.362143,3.600000,OK,OK,MM,297,451,401,401,no,no,19,1511,1511,19,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.163,1.843,0.021,3.389
183,1403715282.412143,3.650000,OK,OK,MM,318,435,374,374,yes,yes,19,1511,1511,19,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.248,1.940,0.022,3.599
184,1403715282.462143,3.700000,OK,OK,MM,292,444,381,381,no,no,20,1556,1556,20,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.172,1.999,0.022,3.540
185,1403715282.512143,3.750000,OK,OK,MM,308,453,386,386,yes,yes,20,1555,1555,20,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.234,1.935,0.022,3.587
186,1403715282.562143,3.800000,OK,OK,MM,313,482,413,413,no,no,21,1592,1592,21,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.201,2.119,0.023,3.727
187,1403715282.612143,3.850000,OK,OK,MM,318,441,384,384,yes,yes,20,1573,1573,20,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.290,2.020,0.024,3.739
188,1403715282.662143,3.900000,OK,OK,MM,307,456,399,399,no,no,21,1616,1616,21,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.190,2.058,0.025,3.642
189,1403715282.712143,3.950000,OK,OK,MM,315,445,397,397,yes,yes,21,1615,1615,21,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.283,2.196,0.023,3.912
190,1403715282.762143,4.000000,OK,OK,MM,303,475,423,423,no,no,22,1682,1682,22,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.203,2.138,0.028,3.784
191,1403715282.812143,4.050000,OK,OK,MM,310,451,395,395,yes,yes,21,1661,1661,21,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.217,2.024,0.024,3.683
192,1403715282.862143,4.100000,OK,OK,MM,309,456,398,398,no,no,22,1707,1707,22,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.189,2.179,0.028,3.793
193,1403715282.912143,4.150000,OK,OK,MM,308,447,382,382,yes,yes,22,1706,1706,22,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.182,1.973,0.023,3.566
194,1403715282.962143,4.200000,OK,OK,MM,289,443,388,388,no,no,23,1730,1730,23,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.111,2.128,0.024,3.646
195,1403715283.012143,4.250000,OK,OK,MM,309,413,354,354,yes,yes,23,1729,1729,23,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.186,1.925,0.027,3.561
196,1403715283.062143,4.300000,OK,OK,MM,261,432,374,374,no,no,24,1759,1759,24,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.046,2.111,0.023,3.555
197,1403715283.112143,4.350000,OK,OK,MM,286,431,359,359,yes,yes,23,1740,1740,23,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.132,2.048,0.022,3.612
198,1403715283.162143,4.400000,OK,OK,MM,293,438,382,382,no,no,24,1764,1764,24,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.138,2.459,0.026,4.029
199,1403715283.212143,4.450000,OK,OK,MM,298,419,366,366,yes,yes,24,1761,1761,24,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.363,2.113,0.025,3.927
200,1403715283.262143,4.500000,OK,OK,MM,283,396,334,334,no,no,25,1777,1777,25,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.091,2.180,0.023,3.703
201,1403715283.312143,4.550000,OK,OK,MM,269,393,339,339,yes,yes,24,1756,1756,24,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.018,2.075,0.021,3.531
202,1403715283.362143,4.600000,OK,OK,MM,274,426,374,374,no,no,25,1800,1800,25,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.091,2.078,0.023,3.557
203,1403715283.412143,4.650000,OK,OK,MM,291,400,349,349,yes,yes,25,1799,1799,25,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.083,1.789,0.019,3.287
204,1403715283.462143,4.700000,OK,OK,MM,248,414,360,360,no,no,26,1844,1844,26,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.020,2.099,0.022,3.513
205,1403715283.512143,4.750000,OK,OK,MM,277,408,356,356,yes,yes,26,1844,1844,26,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.054,2.025,0.022,3.513
206,1403715283.562143,4.800000,OK,OK,MM,263,442,394,394,no,no,27,1879,1879,27,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.031,2.253,0.025,3.723
207,1403715283.612143,4.850000,OK,OK,MM,310,407,361,361,yes,yes,26,1861,1861,26,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.118,2.054,0.022,3.617
208,1403715283.662143,4.900000,OK,OK,MM,295,433,387,387,no,no,27,1904,1904,27,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.062,2.016,0.021,3.472
209,1403715283.712143,4.950000,OK,OK,MM,319,425,371,371,yes,yes,26,1875,1875,26,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.126,1.905,0.020,3.457
210,1403715283.762143,5.000000,OK,OK,MM,294,467,409,409,no,no,27,1912,1912,27,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.145,2.123,0.024,3.685
211,1403715283.812143,5.050000,OK,OK,MM,343,463,418,418,no,no,27,1912,1912,27,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.206,2.067,0.021,3.683
212,1403715283.862143,5.100000,OK,OK,MM,334,437,387,387,yes,yes,27,1912,1912,27,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.202,2.017,0.021,3.662
213,1403715283.912143,5.150000,OK,OK,MM,330,484,434,434,no,no,28,1955,1955,28,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.193,2.293,0.027,3.923
214,1403715283.962143,5.200000,OK,OK,MM,374,478,431,431,yes,yes,28,1955,1955,28,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.350,2.286,0.027,4.119
215,1403715284.012143,5.250000,OK,OK,MM,364,517,467,467,no,no,29,2004,2004,29,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.285,3.202,0.035,5.006
216,1403715284.062143,5.300000,OK,OK,MM,383,510,454,454,yes,yes,29,2004,2004,29,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.634,2.781,0.029,4.930
217,1403715284.112143,5.350000,OK,OK,MM,367,493,442,442,no,no,30,2033,2033,30,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.644,2.853,0.026,4.946
218,1403715284.162143,5.400000,OK,OK,MM,351,501,452,452,yes,yes,29,2015,2015,29,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.614,2.486,0.024,4.558
219,1403715284.212143,5.450000,OK,OK,MM,353,493,435,435,no,no,30,2073,2073,30,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.660,2.388,0.029,4.525
220,1403715284.262143,5.500000,OK,OK,MM,340,507,449,449,yes,yes,30,2073,2073,30,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.345,2.883,0.029,4.754
221,1403715284.312143,5.550000,OK,OK,MM,363,513,447,447,no,no,31,2088,2088,31,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.302,2.886,0.032,4.670
222,1403715284.362143,5.600000,OK,OK,MM,370,507,442,442,yes,yes,30,2072,2072,30,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.491,2.888,0.028,4.884
223,1403715284.412143,5.650000,OK,OK,MM,374,529,476,476,no,no,31,2086,2086,31,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.802,3.036,0.030,5.338
224,1403715284.462143,5.700000,OK,OK,MM,378,527,467,467,yes,yes,30,2060,2060,30,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.745,2.595,0.023,4.819
225,1403715284.512143,5.750000,OK,OK,MM,382,534,481,481,no,no,31,2068,2068,31,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.557,2.626,0.034,5.008
226,1403715284.562143,5.800000,OK,OK,MM,387,519,467,467,yes,yes,31,2066,2066,31,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.626,2.796,0.029,4.950
227,1403715284.612143,5.850000,OK,OK,MM,362,524,467,467,no,no,32,2089,2089,32,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.428,2.606,0.031,4.533
228,1403715284.662143,5.900000,OK,OK,MM,383,493,446,446,yes,yes,30,2052,2052,30,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.363,2.322,0.024,4.159
229,1403715284.712143,5.950000,OK,OK,MM,364,516,464,464,no,no,31,2100,2100,31,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.306,2.803,0.029,4.603
230,1403715284.762143,6.000000,OK,OK,MM,360,524,470,470,yes,yes,31,2100,2100,31,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.338,2.393,0.024,4.243
231,1403715284.812143,6.050000,OK,OK,MM,385,512,468,468,no,no,32,2107,2107,32,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.374,2.604,0.030,4.474
232,1403715284.862143,6.100000,OK,OK,MM,378,514,468,468,yes,yes,32,2107,2107,32,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.326,2.240,0.023,4.024
233,1403715284.912143,6.150000,OK,OK,MM,372,529,484,484,no,no,33,2115,2115,33,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.352,2.834,0.032,4.707
234,1403715284.962143,6.200000,OK,OK,MM,383,488,445,445,yes,yes,31,2071,2071,31,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.457,2.612,0.027,4.581
235,1403715285.012143,6.250000,OK,OK,MM,348,514,453,453,no,no,32,2096,2096,32,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.530,2.962,0.036,4.997
236,1403715285.062143,6.300000,OK,OK,MM,357,480,421,421,yes,yes,32,2096,2096,32,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.503,2.310,0.022,4.290
237,1403715285.112143,6.350000,OK,OK,MM,327,501,440,440,no,no,33,2148,2148,33,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.527,2.480,0.025,4.517
238,1403715285.162143,6.400000,OK,OK,MM,358,503,441,441,yes,yes,32,2133,2133,32,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.400,2.307,0.023,4.185
239,1403715285.212143,6.450000,OK,OK,MM,350,507,459,459,no,no,33,2123,2123,33,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.401,3.311,0.044,5.458
240,1403715285.262143,6.500000,OK,OK,MM,369,489,439,439,yes,yes,32,2106,2106,32,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.284,2.194,0.026,4.018
241,1403715285.312143,6.550000,OK,OK,MM,345,483,432,432,no,no,33,2111,2111,33,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.339,2.346,0.028,4.160
242,1403715285.362143,6.600000,OK,OK,MM,346,482,433,433,yes,yes,32,2093,2093,32,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.239,2.200,0.022,3.911
243,1403715285.412143,6.650000,OK,OK,MM,329,508,453,453,no,no,33,2128,2128,33,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.283,2.349,0.028,4.099
244,1403715285.462143,6.700000,OK,OK,MM,365,477,437,437,yes,yes,31,2080,2080,31,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.378,2.188,0.022,4.040
245,1403715285.512143,6.750000,OK,OK,MM,343,501,452,452,no,no,32,2115,2115,32,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.299,2.433,0.024,4.237
246,1403715285.562143,6.800000,OK,OK,MM,370,488,443,443,yes,yes,32,2115,2115,32,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.322,2.222,0.025,4.003
247,1403715285.612143,6.850000,OK,OK,MM,351,526,471,471,no,no,33,2175,2175,33,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.355,2.644,0.026,4.476
248,1403715285.662143,6.900000,OK,OK,MM,395,492,452,452,yes,yes,32,2152,2152,32,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.619,2.406,0.023,4.517
249,1403715285.712143,6.950000,OK,OK,MM,351,527,469,469,no,no,33,2196,2196,33,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.343,2.459,0.028,4.287
250,1403715285.762143,7.000000,OK,OK,MM,376,502,456,456,yes,yes,32,2179,2179,32,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.371,2.195,0.023,4.051
251,1403715285.812143,7.050000,OK,OK,MM,357,519,461,461,no,no,33,2197,2197,33,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.367,2.397,0.029,4.241
252,1403715285.862143,7.100000,OK,OK,MM,343,490,436,436,no,no,32,2174,2174,32,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.313,2.070,0.023,3.814
253,1403715285.912143,7.150000,OK,OK,MM,354,504,454,454,yes,yes,32,2174,2174,32,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.351,2.335,0.024,4.144
254,1403715285.962143,7.200000,OK,OK,MM,369,503,447,447,no,no,33,2191,2191,33,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.414,2.400,0.027,4.291
255,1403715286.012143,7.250000,OK,OK,MM,359,485,442,442,yes,yes,33,2190,2190,33,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.256,2.247,0.023,3.990
256,1403715286.062143,7.300000,OK,OK,MM,348,506,453,453,no,no,34,2217,2217,34,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.249,2.510,0.027,4.241
